continent,country,website,crawl_id,found,num_requests,html,css,javascript,images,fonts,transferred_bytes
Asia,Singapore,https://scal-academy.com.sg,6a5bb8bd4ec624deaa3b76d6,True,82.0,7.0,10.0,22.0,32.0,4.0,4670750.0
Asia,Singapore,https://www.venusbeauty.com.sg,6a5bb8bfdcca2f7de5b53b73,True,289.0,11.0,20.0,186.0,58.0,7.0,10663459.0
Asia,Singapore,https://www.ralphlauren.com.sg,6a5bb8bfa82cfc64ac587b98,True,14.0,4.0,1.0,2.0,2.0,1.0,1026279.0
Asia,Singapore,https://www.guardian.com.sg,6a5bb8c03f3a445f19227892,True,292.0,13.0,1.0,60.0,115.0,2.0,33807889.0
Asia,Singapore,https://www.bkcoupons.sg,6a5bb8c19a849ce39dd5c2bb,True,61.0,10.0,13.0,13.0,17.0,0.0,3589742.0
Asia,Singapore,https://www.stclassifieds.sg,6a5bb8c19eebe03859c260ce,True,37.0,3.0,4.0,12.0,15.0,1.0,1714919.0
Asia,Singapore,https://shop.komehyo.com.sg,6a5bb8c3f15abd91c6ddb421,True,279.0,8.0,51.0,160.0,29.0,4.0,6405822.0
Asia,Singapore,https://eservice.sps.gov.sg,6a5bb8d23bc3ac3ced29314b,True,40.0,2.0,5.0,10.0,6.0,1.0,4596737.0
Asia,Singapore,https://www.manulife.com.sg,6a5bb8ccf9965fee4da8f276,True,2.0,2.0,0.0,0.0,0.0,0.0,576.0
Asia,Singapore,https://giga.com.sg,6a5bb91940a13aeac058e670,True,208.0,31.0,30.0,42.0,58.0,2.0,21700158.0
Asia,Singapore,https://www.bebare.com.sg,6a5bb8cdd8ec0d268c6c7ec6,True,46.0,1.0,3.0,7.0,28.0,2.0,6005451.0
Asia,Singapore,https://simba.sg,6a5bb8cd49eb97292dfae8fb,True,103.0,3.0,12.0,29.0,24.0,1.0,5750620.0
Asia,Thailand,https://www.thairath.co.th,6a5bb8cd8ef503bead5c7088,True,113.0,10.0,11.0,42.0,29.0,2.0,14704509.0
Asia,Thailand,https://www.ais.th,6a5bb91a54fa443e8b877f00,True,174.0,4.0,6.0,44.0,82.0,5.0,17848690.0
Asia,Thailand,https://www.set.or.th,6a5bb8ceaf34422a76700919,True,99.0,3.0,10.0,31.0,23.0,7.0,12045423.0
Asia,Thailand,https://www.sso.go.th,6a5bb8ce846d3fb85090a0e4,True,8.0,1.0,1.0,0.0,2.0,4.0,256831.0
Asia,Thailand,https://www.honda.co.th,6a5bb8d10f12147e8c2a1066,True,99.0,1.0,6.0,32.0,30.0,14.0,13950227.0
Asia,Thailand,https://www.intergold.co.th,6a5bb8cfc36572ffc3a6babd,True,135.0,5.0,17.0,32.0,65.0,4.0,22933648.0
Asia,Thailand,https://www.dtac.co.th,6a5bb8cf61bf895fc7877fbd,True,166.0,9.0,22.0,47.0,40.0,4.0,15646555.0
Asia,Thailand,https://dlt-drivingschool.dlt.go.th,6a5bb8d2f679f762d86b742a,True,22.0,3.0,7.0,7.0,2.0,2.0,1120758.0
Asia,Thailand,https://lpa.dla.go.th,6a5bb8d3caf573d009ddd316,True,14.0,1.0,4.0,1.0,6.0,0.0,624748.0
Asia,Thailand,https://package.true.th,6a5bb8d640a13aeac058e5f3,True,56.0,1.0,5.0,20.0,19.0,4.0,2662209.0
Asia,Thailand,https://chordtabs.in.th,6a5bb8d6f9965fee4da8f27b,True,23.0,2.0,3.0,5.0,8.0,0.0,1167345.0
Asia,Thailand,https://dltv.ac.th,6a5bb8d6f8f3bda2d550ef59,True,10.0,2.0,1.0,0.0,3.0,4.0,613743.0
Asia,Thailand,https://www.dailynews.co.th,6a5bb8d7951fe07e58270102,True,287.0,4.0,79.0,50.0,130.0,0.0,24101874.0
Asia,Thailand,https://farmer.doae.go.th,6a5bb8d658116a5060480b5a,True,49.0,2.0,9.0,20.0,18.0,0.0,1637056.0
Asia,Thailand,https://www.glo.or.th,6a5bb8d69f3283959e0ddadf,True,46.0,1.0,9.0,30.0,3.0,1.0,13554358.0
Asia,Thailand,https://www.true.th,6a5bb8d79eebe03859c260f6,True,118.0,5.0,13.0,36.0,49.0,3.0,10114488.0
Asia,Thailand,https://spx.co.th,6a5bb8d74ec624deaa3b772b,True,158.0,4.0,7.0,42.0,15.0,2.0,32353324.0
Asia,Thailand,https://propertyhub.in.th,6a5bb8db145c6480979cac9f,True,128.0,5.0,1.0,18.0,84.0,0.0,14947026.0
Asia,Thailand,https://elearning.set.or.th,6a5bb8ddb7cafea7db54b0e0,True,156.0,1.0,12.0,24.0,106.0,10.0,16402625.0
Asia,Thailand,https://m.ais.co.th,6a5bb8de9ecc9eedfbc3d3ca,True,5.0,2.0,0.0,0.0,0.0,0.0,0.0
Asia,Thailand,https://www.thaischoollunch.in.th,6a5bb8e01c4ea2d2f5e8e57a,True,38.0,2.0,1.0,4.0,30.0,0.0,7333395.0
Asia,Thailand,https://translate.google.co.th,6a5bb912951fe07e58270224,True,20.0,1.0,0.0,6.0,8.0,3.0,1489747.0
Asia,Thailand,https://www.toyota.co.th,6a5bb8e3dcca2f7de5b53c97,True,206.0,9.0,83.0,71.0,21.0,4.0,12964785.0
Asia,Thailand,https://job3.ocsc.go.th,6a5bb8e3bd0d28e60b38678d,True,29.0,2.0,1.0,9.0,10.0,0.0,10322761.0
Asia,Thailand,https://www.tmd.go.th,6a5bb8e5f679f762d86b7443,True,49.0,3.0,18.0,14.0,9.0,2.0,4475758.0
Asia,Thailand,https://unemploy.doe.go.th,6a5bb8e758116a5060480b8e,True,9.0,5.0,0.0,2.0,1.0,0.0,427793.0
Asia,Thailand,https://www.rd.go.th,6a5bb8e7f15abd91c6ddb53b,True,19.0,2.0,8.0,5.0,3.0,1.0,1104891.0
Asia,Thailand,https://www.fwd.co.th,6a5bb934145c6480979cad5a,True,250.0,5.0,7.0,95.0,74.0,2.0,21123715.0
Asia,Thailand,https://www.tnews.co.th,6a5bb8e7a82cfc64ac587ba9,True,124.0,9.0,3.0,66.0,25.0,11.0,14220140.0
Asia,Thailand,https://sellercenter.lazada.co.th,6a5bb8e7d9b0213070692836,True,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Asia,Thailand,https://www.jib.co.th,6a5bb934d9b02130706928e4,True,305.0,4.0,18.0,38.0,213.0,8.0,14505212.0
Asia,Thailand,https://www.promise.co.th,6a5bb8ebfd7cd34eec03128b,True,189.0,4.0,24.0,69.0,39.0,3.0,11359080.0
Asia,Thailand,https://www.livenationtero.co.th,6a5bb8ee8ef503bead5c70fc,True,94.0,1.0,11.0,48.0,25.0,2.0,5621027.0
Asia,Thailand,https://enroll.tsu.ac.th,6a5bb8ffcf2a0d4bc6096935,True,51.0,3.0,19.0,16.0,10.0,3.0,1872922.0
Asia,Thailand,https://www.dbd.go.th,6a5bb8ef9f3283959e0ddb10,True,41.0,2.0,2.0,29.0,2.0,2.0,3463211.0
Asia,Thailand,https://amway.co.th,6a5bb8f09ecc9eedfbc3d3d2,True,267.0,3.0,107.0,93.0,25.0,0.0,13001204.0
Asia,Thailand,https://reserve.dlt.go.th,6a5bb8f0d8ec0d268c6c7ef7,True,4.0,2.0,0.0,1.0,0.0,0.0,85967.0
Asia,Thailand,https://www.mazda.co.th,6a5bb8f149543153c35328b2,True,152.0,2.0,3.0,27.0,67.0,3.0,52408889.0
Asia,Thailand,https://www.gsb.or.th,6a5bb8f4f9965fee4da8f295,True,113.0,2.0,20.0,36.0,41.0,11.0,12597760.0
Asia,Thailand,https://www.lh.co.th,6a5bb94180e17abc02a2ccd6,True,194.0,3.0,13.0,76.0,53.0,1.0,11343266.0
Asia,Thailand,https://www.yellowpages.co.th,6a5bb8f81c4ea2d2f5e8e5a3,True,188.0,5.0,6.0,16.0,141.0,1.0,9214649.0
Asia,Thailand,https://lec.dla.go.th,6a5bb8f949eb97292dfae965,True,11.0,1.0,5.0,4.0,1.0,0.0,363975.0
Asia,Thailand,https://wsa.dsl.studentloan.or.th,6a5bb8ffd4e9ad277c17dd5b,True,29.0,3.0,1.0,9.0,6.0,0.0,3930126.0
Asia,Thailand,https://www.itemmania.in.th,6a5bb901caf573d009ddd327,True,155.0,7.0,3.0,21.0,108.0,3.0,9317747.0
Asia,Thailand,https://www.coway.co.th,6a5bb901d9b021307069283c,True,165.0,2.0,6.0,26.0,75.0,5.0,41569900.0
Asia,Thailand,https://edoc.cmu.ac.th,6a5bb9010f12147e8c2a10cc,True,42.0,5.0,11.0,16.0,6.0,4.0,5596732.0
Asia,Thailand,https://www.hongpak.in.th,6a5bb90258116a5060480b9a,True,105.0,8.0,2.0,10.0,80.0,1.0,3187216.0
Asia,Thailand,https://hdmall.co.th,6a5bb9023f3a445f192279b9,True,187.0,3.0,3.0,35.0,106.0,4.0,13723428.0
Asia,Thailand,https://www.dyson.co.th,6a5bb902a2a360a864d8a97c,True,367.0,13.0,4.0,245.0,59.0,6.0,18164047.0
Asia,Thailand,https://regis2.opec.go.th,6a5bb90240a13aeac058e62e,True,63.0,4.0,32.0,22.0,1.0,4.0,3988349.0
Asia,Thailand,https://www.supersports.co.th,6a5bb90380e17abc02a2cbac,True,289.0,2.0,59.0,137.0,75.0,7.0,10137331.0
Asia,Thailand,https://www.yamaha-motor.co.th,6a5bb903d8ec0d268c6c7efe,True,240.0,5.0,3.0,42.0,136.0,6.0,24342201.0
Asia,Thailand,https://dmail2.minebea.co.th,6a5bb90361bf895fc7878066,True,58.0,2.0,3.0,4.0,41.0,5.0,47079197.0
Asia,Thailand,https://brandsworld.co.th,6a5bb906c36572ffc3a6bb47,True,118.0,4.0,8.0,23.0,75.0,3.0,12433813.0
Asia,Thailand,https://www.thaipbs.or.th,6a5bb907b7cafea7db54b17f,True,226.0,2.0,35.0,113.0,53.0,1.0,7747760.0
Asia,Thailand,https://www.rama.mahidol.ac.th,6a5bb90df15abd91c6ddb551,True,170.0,1.0,36.0,35.0,91.0,3.0,21675297.0
Asia,Thailand,https://www.scb.co.th,6a5bb90d145c6480979cad22,True,41.0,3.0,4.0,16.0,6.0,1.0,4640281.0
Asia,Thailand,https://catalog.sso.go.th,6a5bb90daf34422a7670097f,True,38.0,1.0,8.0,10.0,14.0,4.0,6769154.0
Asia,Thailand,https://tipme.in.th,6a5bb9139f3283959e0ddb3c,True,21.0,1.0,4.0,8.0,6.0,0.0,378593.0
Asia,Thailand,https://regis.opec.go.th,6a5bb913dcca2f7de5b53d68,True,63.0,4.0,32.0,22.0,1.0,4.0,3988349.0
Asia,Thailand,https://regis3.opec.go.th,6a5bb914846d3fb85090a232,True,63.0,4.0,32.0,22.0,1.0,4.0,3988275.0
Asia,Thailand,https://globalhouse.co.th,6a5bb9159eebe03859c2616f,True,145.0,4.0,3.0,33.0,35.0,12.0,4800473.0
Asia,Thailand,https://www.kstsystem.co.th,6a5bb9164ec624deaa3b77cc,True,129.0,32.0,21.0,20.0,40.0,14.0,9677213.0
Asia,Thailand,https://www.gogoprint.co.th,6a5bb917f679f762d86b7477,True,170.0,2.0,10.0,40.0,92.0,9.0,8055057.0
Asia,Thailand,https://www.aeon.co.th,6a5bb91acf2a0d4bc609696b,True,150.0,5.0,4.0,23.0,97.0,5.0,10637049.0
Asia,Thailand,https://agent.glo.or.th,6a5bb91b58116a5060480c06,True,45.0,1.0,2.0,21.0,6.0,10.0,1052146.0
Asia,Thailand,https://registrar.ku.ac.th,6a5bb91c3b31af06c55b9ee2,True,126.0,1.0,19.0,56.0,37.0,10.0,8236599.0
Asia,Thailand,https://aispoints.ais.th,6a5bb91bd4e9ad277c17dd7b,True,154.0,32.0,24.0,39.0,41.0,4.0,12053693.0
Asia,Thailand,https://www.posn.or.th,6a5bb91d8ef503bead5c715d,True,42.0,1.0,12.0,12.0,13.0,4.0,6808055.0
Asia,Thailand,https://shop.onplay.in.th,6a5bb91e0e531a4f79a927c2,True,47.0,1.0,6.0,3.0,28.0,7.0,3246683.0
Asia,Thailand,https://www.trylagina.co.th,6a5bb91efd7cd34eec03134b,True,94.0,4.0,25.0,36.0,14.0,2.0,61461681.0
Asia,Thailand,https://siamrath.co.th,6a5bb96c9ecc9eedfbc3d612,True,164.0,18.0,5.0,38.0,67.0,7.0,10619103.0
Asia,Thailand,https://www.stou.ac.th,6a5bb91f145c6480979cad4e,True,9.0,5.0,0.0,2.0,1.0,0.0,422083.0
Asia,Thailand,https://stdloan.mju.ac.th,6a5bb920951fe07e5827023b,True,20.0,4.0,8.0,3.0,3.0,1.0,762413.0
Asia,Thailand,https://www.bora.dopa.go.th,6a5bb9209ecc9eedfbc3d4e0,True,40.0,1.0,20.0,12.0,4.0,3.0,1021242.0
Asia,Thailand,https://criminal.police.go.th,6a5bb921f9965fee4da8f309,True,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Asia,Thailand,https://sru.ac.th,6a5bb923f15abd91c6ddb5fe,True,163.0,5.0,37.0,25.0,77.0,13.0,18060719.0
Asia,Thailand,https://live.thethaibar.or.th,6a5bb928a82cfc64ac587c28,True,8.0,2.0,2.0,2.0,1.0,1.0,703561.0
Asia,Thailand,https://i.tisi.go.th,6a5bb92c49543153c353294d,True,24.0,2.0,2.0,6.0,14.0,0.0,2067752.0
Asia,Thailand,https://www.customs.go.th,6a5bb930bd0d28e60b3867ad,True,2.0,2.0,0.0,0.0,0.0,0.0,58125.0
Asia,Thailand,https://www.camphub.in.th,6a5bb985f679f762d86b75a1,True,191.0,13.0,8.0,53.0,61.0,7.0,9709309.0
Asia,Thailand,https://lhr.dla.go.th,6a5bb935c36572ffc3a6bbc0,True,21.0,2.0,3.0,13.0,2.0,0.0,1876479.0
Asia,Thailand,https://www.lcbp.co.th,6a5bb9358ef503bead5c718a,True,218.0,3.0,3.0,28.0,168.0,13.0,24793970.0
Asia,Thailand,https://psc.gsb.or.th,6a5bb936f8f3bda2d550f01a,True,27.0,2.0,3.0,13.0,4.0,2.0,677982.0
Asia,Thailand,https://www.nstda.or.th,6a5bb93658116a5060480c36,True,10.0,1.0,1.0,4.0,4.0,0.0,1036173.0
Asia,Thailand,https://csso.fwd.co.th,6a5bb93880e17abc02a2ccd0,True,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Asia,Thailand,https://bkn.moe.go.th,6a5bb939a82cfc64ac587c33,True,19.0,5.0,5.0,0.0,5.0,3.0,2148374.0
Asia,Thailand,https://truevisions.co.th,6a5bb98665b78c057d1980bc,True,235.0,4.0,6.0,40.0,120.0,0.0,43200180.0
Asia,Thailand,https://sasom.co.th,6a5bb93adcca2f7de5b53daa,True,113.0,2.0,3.0,69.0,31.0,2.0,7611060.0
Asia,Thailand,https://sam.opec.go.th,6a5bb93a3b31af06c55b9f63,True,15.0,1.0,7.0,4.0,2.0,1.0,1833293.0
Asia,Thailand,https://afc.ccib.go.th,6a5bb93a3bc3ac3ced293268,True,22.0,3.0,8.0,4.0,1.0,2.0,2346003.0
Asia,Thailand,https://de-system.svoa.co.th,6a5bb93a846d3fb85090a274,True,46.0,2.0,10.0,5.0,12.0,15.0,1844545.0
Asia,Thailand,https://medhr.medicine.psu.ac.th,6a5bb98954fa443e8b878032,True,56.0,2.0,3.0,3.0,44.0,2.0,47780585.0
Asia,Thailand,https://admissions.mju.ac.th,6a5bb9400e531a4f79a927f4,True,29.0,3.0,8.0,2.0,14.0,1.0,2468144.0
Asia,Thailand,https://sso.kmutnb.ac.th,6a5bb942bd0d28e60b3867b2,True,20.0,2.0,7.0,7.0,2.0,1.0,1263498.0
Asia,Thailand,http://itd.customs.go.th,6a5bb942951fe07e58270252,True,4.0,2.0,0.0,0.0,0.0,0.0,58125.0
Asia,Thailand,https://dormitory-first.mfu.ac.th,6a5bb9423f3a445f19227a77,True,16.0,2.0,7.0,3.0,1.0,3.0,1451900.0
Asia,Thailand,https://myoffice.srn3.go.th,6a5bb942d4e9ad277c17de18,True,54.0,23.0,8.0,5.0,13.0,3.0,3524350.0
Asia,Thailand,https://www.fazwaz.co.th,6a5bb9449ecc9eedfbc3d50b,True,260.0,6.0,11.0,77.0,150.0,0.0,8670695.0
Asia,Thailand,https://www.aia.co.th,6a4d91bbe565b3a97773ed3b,True,218.0,8.0,5.0,48.0,86.0,10.0,23805284.0
Asia,United Arab Emirates,https://www.gdrfad.gov.ae,6a5bb943fd7cd34eec0313ac,True,189.0,2.0,91.0,64.0,25.0,2.0,9189132.0
Asia,United Arab Emirates,https://sellercentral.amazon.ae,6a5bb945d8ec0d268c6c7ff1,True,65.0,2.0,3.0,14.0,20.0,10.0,3774258.0
Asia,United Arab Emirates,https://www.albayan.ae,6a5bba2af8f3bda2d550f252,True,149.0,6.0,8.0,46.0,54.0,5.0,10610468.0
Asia,United Arab Emirates,https://ids.uaepass.ae,6a5bb945f8f3bda2d550f038,True,3.0,2.0,1.0,0.0,0.0,0.0,110293.0
Asia,United Arab Emirates,https://www.eand.ae,6a5bb945caf573d009ddd3c5,True,2.0,2.0,0.0,0.0,0.0,0.0,489.0
Asia,United Arab Emirates,https://aigames.ae,6a5bb9499a849ce39dd5c420,True,26.0,1.0,1.0,1.0,22.0,1.0,801499.0
Asia,United Arab Emirates,https://watchwrestling.ae,6a5bb9493b31af06c55b9f75,True,30.0,1.0,0.0,6.0,23.0,0.0,462458.0
Asia,United Arab Emirates,https://www.dewa.gov.ae,6a5bb9499eebe03859c26203,True,130.0,48.0,7.0,19.0,36.0,7.0,9747315.0
Asia,United Arab Emirates,https://lms.moe.gov.ae,6a5bb949a2a360a864d8aaee,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia,United Arab Emirates,https://smart.gdrfad.gov.ae,6a5bb94af679f762d86b7524,True,122.0,5.0,50.0,35.0,27.0,1.0,6741351.0
Asia,United Arab Emirates,https://services.dha.gov.ae,6a5bb94a61bf895fc78780a3,True,278.0,16.0,63.0,78.0,97.0,0.0,13147346.0
Asia,United Arab Emirates,https://apps.eclaimlink.ae,6a5bb94b58116a5060480c43,True,46.0,2.0,14.0,8.0,20.0,0.0,681340.0
Asia,United Arab Emirates,https://gdrfad.gov.ae,6a5bb94d49543153c3532968,True,192.0,2.0,91.0,64.0,28.0,2.0,9905249.0
Asia,United Arab Emirates,https://www.propertyfinder.ae,6a5bb94ec36572ffc3a6bbd8,True,130.0,4.0,7.0,47.0,32.0,6.0,16781869.0
Asia,United Arab Emirates,https://themafia.ae,6a5bb94eb7cafea7db54b264,True,68.0,3.0,6.0,12.0,45.0,0.0,2236060.0
Asia,United Arab Emirates,https://www.skyscanner.ae,6a5bb950f8f3bda2d550f03e,True,18.0,5.0,2.0,3.0,3.0,0.0,1338205.0
Asia,United Arab Emirates,https://www.eclaimlink.ae,6a5bb950caf573d009ddd3ca,True,45.0,1.0,14.0,8.0,20.0,0.0,681340.0
Asia,United Arab Emirates,https://emexdwc.ae,6a5bb951a82cfc64ac587c49,True,63.0,1.0,5.0,13.0,16.0,2.0,3868410.0
Asia,United Arab Emirates,https://www.alkhaleej.ae,6a5bb9570e531a4f79a92814,True,127.0,8.0,6.0,17.0,76.0,3.0,6297146.0
Asia,United Arab Emirates,https://ums.rta.ae,6a5bb9523bc3ac3ced293281,True,41.0,1.0,3.0,26.0,1.0,0.0,6503710.0
Asia,United Arab Emirates,https://shop.du.ae,6a5bb954951fe07e58270259,True,5.0,3.0,0.0,0.0,0.0,0.0,0.0
Asia,United Arab Emirates,https://ae98.tribalwars.ae,6a5bb956bd0d28e60b3867c9,True,61.0,2.0,1.0,3.0,55.0,0.0,1063556.0
Asia,United Arab Emirates,https://app.eexchange.ae,6a5bb95654fa443e8b877fb1,True,126.0,3.0,2.0,64.0,18.0,11.0,7184303.0
Asia,United Arab Emirates,https://www.gettyimages.ae,6a5bb95a3b31af06c55b9f96,True,141.0,2.0,21.0,44.0,9.0,2.0,11879165.0
Asia,United Arab Emirates,https://www.adjd.gov.ae,6a5bb958a2a360a864d8aaf4,True,128.0,2.0,13.0,47.0,39.0,3.0,21091563.0
Asia,United Arab Emirates,https://competitii.ae,6a5bb95a846d3fb85090a2a5,True,7.0,4.0,0.0,2.0,0.0,0.0,414591.0
Asia,United Arab Emirates,https://aes1.tribalwars.ae,6a5bb958dcca2f7de5b53e1e,True,61.0,2.0,1.0,3.0,55.0,0.0,1063556.0
Asia,United Arab Emirates,https://www.adidas.ae,6a5bb9583f3a445f19227a8a,True,2.0,1.0,0.0,0.0,1.0,0.0,10029.0
Asia,United Arab Emirates,https://www.cleartrip.ae,6a5bb95a9a849ce39dd5c43d,True,35.0,6.0,2.0,15.0,4.0,0.0,3566263.0
Asia,United Arab Emirates,https://www.du.ae,6a5bb95bd8ec0d268c6c8035,True,192.0,21.0,7.0,44.0,62.0,19.0,29225051.0
Asia,United Arab Emirates,https://www.mofa.gov.ae,6a5bb95d40a13aeac058e743,True,69.0,2.0,2.0,18.0,39.0,3.0,10134353.0
Asia,United Arab Emirates,https://www.next.ae,6a5bb95d58116a5060480c74,True,2.0,2.0,0.0,0.0,0.0,0.0,9572.0
Asia,United Arab Emirates,https://app.rdc.gov.ae,6a5bb95e0f12147e8c2a11f7,True,146.0,4.0,25.0,58.0,31.0,4.0,8813278.0
Asia,United Arab Emirates,https://www.desertcart.ae,6a5bb964f15abd91c6ddb6a4,True,7.0,4.0,0.0,2.0,0.0,0.0,421195.0
Asia,United Arab Emirates,https://www.nike.ae,6a5bb95ff9965fee4da8f30e,True,147.0,9.0,4.0,39.0,49.0,6.0,95677597.0
Asia,United Arab Emirates,https://www.dubaipolice.gov.ae,6a5bb9ae54fa443e8b87806d,True,198.0,2.0,8.0,43.0,104.0,8.0,17410442.0
Asia,United Arab Emirates,https://gatepass.sharjahports.gov.ae,6a5bb962951fe07e58270261,True,10.0,2.0,1.0,2.0,2.0,0.0,92752.0
Asia,United Arab Emirates,https://jobs.adnoc.ae,6a5bb963b7cafea7db54b2ab,True,89.0,1.0,4.0,21.0,14.0,2.0,12770342.0
Asia,United Arab Emirates,https://www.hit967.ae,6a5bb964caf573d009ddd3fa,True,41.0,1.0,3.0,9.0,24.0,2.0,10511454.0
Asia,United Arab Emirates,https://www.medcare.ae,6a5bb964bd0d28e60b386809,True,831.0,9.0,18.0,49.0,738.0,6.0,58287756.0
Asia,United Arab Emirates,https://rdc.gov.ae,6a5bb9b6fd7cd34eec03151c,True,144.0,3.0,26.0,54.0,31.0,4.0,7798143.0
Asia,United Arab Emirates,https://www.cars24.ae,6a5bb967a82cfc64ac587c8b,True,5.0,2.0,1.0,0.0,2.0,0.0,37071.0
Asia,United Arab Emirates,https://assaf.ae,6a5bb9b6f8f3bda2d550f0b9,True,406.0,11.0,32.0,146.0,173.0,6.0,37535934.0
Asia,United Arab Emirates,https://www.arabwheels.ae,6a5bb96dfd7cd34eec03146c,True,132.0,5.0,5.0,28.0,72.0,2.0,10287356.0
Asia,United Arab Emirates,https://translate.google.ae,6a5bb96d9f3283959e0ddbfe,True,19.0,1.0,0.0,6.0,8.0,2.0,1461114.0
Asia,United Arab Emirates,https://smarttrip.ae,6a5bb96e951fe07e5827026e,True,20.0,1.0,6.0,6.0,6.0,1.0,797268.0
Asia,United Arab Emirates,https://dubaicareers.ae,6a5bb96e846d3fb85090a2af,True,114.0,5.0,34.0,32.0,34.0,0.0,5408179.0
Asia,United Arab Emirates,https://payit.ae,6a5bb96e58116a5060480c79,True,108.0,2.0,37.0,41.0,12.0,6.0,5383426.0
Asia,United Arab Emirates,https://membership.fazaa.ae,6a5bb96f9a849ce39dd5c463,True,57.0,2.0,3.0,38.0,4.0,1.0,3270525.0
Asia,United Arab Emirates,https://www.moet.gov.ae,6a5bb96f3bc3ac3ced2932ad,True,138.0,7.0,16.0,52.0,40.0,6.0,43878593.0
Asia,United Arab Emirates,https://www.mediclinic.ae,6a5bb972f15abd91c6ddb6ae,True,199.0,10.0,8.0,93.0,41.0,4.0,14615062.0
Asia,United Arab Emirates,https://www.michaelkors.ae,6a5bb972a82cfc64ac587c93,True,136.0,5.0,4.0,33.0,49.0,2.0,22889162.0
Asia,United Arab Emirates,https://www.juniorcouture.ae,6a5bb9c0f679f762d86b7663,True,166.0,5.0,9.0,22.0,108.0,5.0,8224604.0
Asia,United Arab Emirates,https://www.uowdubai.ac.ae,6a5bb974f8f3bda2d550f053,True,6.0,3.0,0.0,2.0,0.0,0.0,406962.0
Asia,United Arab Emirates,https://www.groupon.ae,6a5bb9749eebe03859c26288,True,356.0,11.0,4.0,259.0,43.0,1.0,12015449.0
Asia,United Arab Emirates,https://dls.rta.ae,6a5bb975caf573d009ddd426,True,60.0,2.0,3.0,28.0,8.0,0.0,18593291.0
Asia,United Arab Emirates,https://www.emiratesrc.ae,6a5bb9c2846d3fb85090a390,True,126.0,3.0,5.0,11.0,76.0,1.0,13553255.0
Asia,United Arab Emirates,https://nsecure.nnhs.ae,6a5bb9768ef503bead5c7267,True,22.0,1.0,6.0,2.0,5.0,4.0,1235182.0
Asia,United Arab Emirates,https://businessonline1.emiratesislamic.ae,6a5bb976145c6480979cae57,True,11.0,3.0,2.0,2.0,4.0,0.0,383425.0
Asia,United Arab Emirates,https://www.zigwheels.ae,6a5bb9799f3283959e0ddc14,True,286.0,5.0,0.0,31.0,233.0,4.0,5715286.0
Asia,United Arab Emirates,https://ae97.tribalwars.ae,6a5bb97a80e17abc02a2cd9b,True,61.0,2.0,1.0,3.0,55.0,0.0,1063556.0
Asia,United Arab Emirates,https://portal.shams.ae,6a5bb983951fe07e58270285,True,65.0,13.0,6.0,29.0,7.0,4.0,12517648.0
Asia,United Arab Emirates,https://eportal.hfza.ae,6a5bb9820e531a4f79a92896,True,25.0,1.0,2.0,14.0,6.0,2.0,8214709.0
Asia,United Arab Emirates,https://etdi.gov.ae,6a5bb982f8f3bda2d550f05c,True,90.0,3.0,14.0,28.0,32.0,5.0,10263257.0
Asia,United Arab Emirates,https://www.velora.ae,6a5bb984a2a360a864d8ab77,True,75.0,1.0,12.0,27.0,18.0,1.0,5096809.0
Asia,United Arab Emirates,https://careers.ega.ae,6a5bb9853b31af06c55ba026,True,51.0,1.0,11.0,22.0,9.0,5.0,1178368.0
Asia,United Arab Emirates,https://bloomingdales.ae,6a5bb98640a13aeac058e78b,True,7.0,2.0,1.0,1.0,2.0,0.0,69247.0
Asia,United Arab Emirates,https://bounce.ae,6a5bb98749543153c3532a2b,True,143.0,3.0,55.0,48.0,29.0,3.0,9421345.0
Asia,United Arab Emirates,https://one.ekfccloud.ae,6a5bb98b0f12147e8c2a128c,True,31.0,1.0,2.0,4.0,23.0,1.0,8033681.0
Asia,United Arab Emirates,https://www.wasl.ae,6a5bb98b58116a5060480ce8,True,14.0,5.0,2.0,2.0,2.0,1.0,444098.0
Asia,United Arab Emirates,https://isupplier.dubai.gov.ae,6a5bb98c61bf895fc78781bc,True,16.0,1.0,2.0,3.0,3.0,3.0,8322790.0
Asia,United Arab Emirates,https://www.ajmanpolice.gov.ae,6a5bb991f9965fee4da8f3a4,True,110.0,3.0,25.0,28.0,49.0,0.0,7097858.0
Asia,United Arab Emirates,https://www.dubaivacancy.ae,6a5bb98cc36572ffc3a6bc5d,True,22.0,3.0,1.0,11.0,5.0,1.0,702440.0
Asia,United Arab Emirates,https://www.dm.gov.ae,6a5bb98f8ef503bead5c7280,True,101.0,1.0,12.0,35.0,45.0,3.0,10828449.0
Asia,United Arab Emirates,https://sarabic.ae,6a5bb9959a849ce39dd5c49f,True,116.0,5.0,5.0,22.0,72.0,1.0,5949730.0
Asia,United Arab Emirates,https://booking.nmc.ae,6a5bb9953b31af06c55ba05c,True,81.0,3.0,10.0,50.0,3.0,1.0,8458441.0
Asia,United Arab Emirates,https://darb.qmobility.ae,6a5bb99bcf2a0d4bc6096a4f,True,10.0,2.0,1.0,2.0,2.0,0.0,92127.0
